,material_id,formula_unedited,formula,space group,target
256,99,(Ag0.33Li0.67)0.27La0.57TiO3,Ag0.08910000000000001Li0.18090000000000003La0.57TiO3,47.0,-4.0
257,635,Li5Nd3Sb2O12,Li5Nd3Sb2O12,230.0,-6.886056647693163
258,779,Li10(Ge0.3Sn0.7)P2S12,Li10Ge0.3Sn0.7P2S12,,-2.2549252084179425
259,555,La0.385Sr0.275Li0.275TiO3,La0.385Sr0.275Li0.275TiO3,221.0,-4.218963061378868
260,122,Li7PS6,Li7PS6,,-4.945042068488103
261,372,Li1.1Y0.1Zr1.9(PO4)3,Li1.1Y0.1Zr1.9P3O12,167.0,-4.0
262,38,0.95(0.6Li2S-0.4SiS2)-0.05Li4GeO4,Li1.34S1.37Si0.4Ge0.05O0.2,,-2.92083383414551
263,638,Li6SrLa2Sb2O12,Li6SrLa2Sb2O12,230.0,-5.180456064458132
264,55,Li2SO4,Li2SO4,14.0,-12.0
265,67,0.6(0.6Li2S-0.4SiS2)- 0.4Li3PO4,Li1.92S1.16Si0.4P0.4O1.6,,-5.273272790973428
266,124,Li9.81Sn0.81P2.19S12,Li9.81Sn0.81P2.19S12,137.0,-2.281203983873019
267,4,La0.54Li0.39TiO3,La0.54Li0.39TiO3,123.0,-3.044754499211876
268,869,0.27B2S3 ? 0.32Li2S ? 0.41LiI,B0.54S1.1300000000000001Li1.05I0.41,,-3.3716110699496884
269,1180,0.25B2S3-0.75Li2S,B0.5S1.5Li1.5,,-3.518557371497695
270,458,Li6PS5Cl0.75Br0.25,Li6PS5Cl0.75Br0.25,216.0,-2.6458915608525992
271,987,0.75(0.1Li2O-0.9Li2S)-0.25P2S5,Li1.95O0.075S2.15P0.5,,-3.6439741428068775
272,1212,0.6LiI-0.4Al2O3,Li0.6I0.6Al0.8O1.2000000000000002,,-4.404503778174426
273,404,Li1.5Fe0.5Ti0.5(PO4)3,Li1.5Fe0.5Ti0.5P3O12,167.0,-3.5686362358410126
274,776,Li10(Ge0.7Sn0.3)P2S12,Li10Ge0.7Sn0.3P2S12,,-2.187755303199631
275,336,Li1.7Cr0.7Ti1.3(PO4)3,Li1.7Cr0.7Ti1.3P3O12,167.0,-5.094204119632131
276,1133,0.35Li2S-0.35Li2O-0.3P2S5,Li1.4O0.35P0.6S1.85,,-5.434152181326482
277,832,Li1.90Cd1.05Cl4,Li1.9Cd1.05Cl4,,-5.455931955649724
278,173,LiCl*H2O,LiClH2O,63.0,-8.0
279,303,Li3YCl6,Li3YCl6,164.0,-3.268411234813261
280,44,Li3InCl6,Li3InCl6,12.0,-2.690369832574101
281,545,La0.52Li0.35TiO2.96,La0.52Li0.35TiO2.96,221.0,-3.0404816230270018
282,365,Li1.3(Al0.23Ga0.07Ti1.7)(PO4)3,Li1.3Al0.23Ga0.07Ti1.7P3O12,167.0,-5.350665141287858
283,252,Li10.2Si1.2P1.8S12,Li10.2Si1.2P1.8S12,137.0,-2.380906669373257
284,42,Li1.3Al0.3Ge1.7(PO4)3,Li1.3Al0.3Ge1.7P3O12,167.0,-3.883583692224033
285,997,0.95(0.55Li2-0.45SiS2)-0.05(0.55Li2O-0.45P2O5),Li1.1Si0.45S0.9O2.277P0.9,,-2.9956786262173574
286,575,Li2MgCl4,Li2MgCl4,227.0,-6.204815410317576
287,822,Li3InBr2Cl4,Li3InBr2Cl4,,-7.161780778092374
288,1108,0.75Li2S-0.05Li2O-0.2P2S5,Li1.6O0.05P0.4S1.75,,-3.844663962534938
289,984,0.75(0.4Li2O-0.6Li2S)-0.25P2S5,Li1.8O0.3S1.85P0.5,,-4.30189945437661
290,727,Li2.7Ca0.15InBr6,Li2.7Ca0.15InBr6,,-4.15676722190199
291,1339,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,-3.4989407377822483
292,1271,La0.63Li0.1Mg0.5W0.5O3,La0.63Li0.1Mg0.5W0.5O3,,-5.772113295386326
293,706,Li6.949La3Zr2O12Al0.262,Li6.949La3Zr2O12Al0.262,230.0,-3.6478174818886377
294,479,Li6P(S4.8Se0.2)Br,Li6PS4.8Se0.2Br,216.0,-2.406713932979543
295,186,(Li0.5Ce0.25Sm0.25)(MoO4),Li0.5Ce0.25Sm0.25MoO4,88.0,-9.744727494896694
296,1174,0.6(0.33B2S3-0.67Li2S)-0.4LiI,B0.396S1.264Li1.74I0.4,,-3.31069114087638
297,371,Li1.05Y0.05Zr1.95(PO4)3,Li1.05Y0.05Zr1.95P3O12,167.0,-3.886056647693163
298,1175,0.29B2S3-0.71Li2S,B0.58S1.5799999999999998Li1.42,,-3.567030709125594
299,1113,0.15Li2S-0.6Li2O-0.25P2S5,Li1.5O0.6P0.5S1.4,,-4.573488738635425
300,828,Li1.6Mn1.2Cl4,Li1.6Mn1.2Cl4,,-4.838631997765025
301,97,Li4SiS4,Li4SiS4,11.0,-7.6300392856003
302,128,LiPO3,LiPO3,13.0,-8.979303657420887
303,625,Li6.4La3Zr1.7Mo0.3O12,Li6.4La3Zr1.7Mo0.3O12,230.0,-3.43297363384094
304,373,Li1.1Al0.1Ge1.9(PO4)3,Li1.1Al0.1Ge1.9P3O12,167.0,-4.889410289700751
305,105,Li0.15La0.72TiO3,Li0.15La0.72TiO3,47.0,-3.382999658879101
306,324,Li1.2Ti2Si0.2P2.8O12,Li1.2Ti2Si0.2P2.8O12,167.0,-4.0655015487564325
307,968,0.3Li3N-0.7SiS2,Li0.8999999999999999N0.3Si0.7S1.4,,-4.527243550682788
308,1099,0.3Li2S-0.5Li2O-0.2P2S5,Li1.6O0.5P0.4S1.3,,-4.361510743045363
309,1026,0.9Li6Si2S7-0.1Li6B4S9,Li6Si1.8S7.2B0.4,,-3.3251388592621884
310,532,(La0.55Li0.45)(Ti0.9Al0.1)O3,La0.55Li0.45Ti0.9Al0.1O3,221.0,-2.8210230527068307
311,149,Pr0.55Li0.35TiO3,Pr0.55Li0.35TiO3,62.0,-5.82102305270683
312,630,Li6.375La3Zr1.375Nb0.625O12,Li6.375La3Zr1.375Nb0.625O12,230.0,-2.8632794328435933
313,408,Li1.3Cr0.3Ge1.7(PO4)3,Li1.3Cr0.3Ge1.7P3O12,167.0,-4.052076380168273
314,143,LiZnSO4F,LiZnSO4F,62.0,-4.552841968657781
315,474,Li7Ge3PS12,Li7Ge3PS12,216.0,-3.958607314841775
316,1172,0.75(0.33B2S3-0.67Li2S)-0.25LiI,B0.495S1.413Li1.59I0.25,,-3.214670164989233
317,1313,Li0.45La0.52TiO3,Li0.45La0.52TiO3,,-3.0433514207947967
318,759,Li6.75La3Zr1.75Nb0.25O12,Li6.75La3Zr1.75Nb0.25O12,,-3.1129456219490432
319,120,Li4.4Si0.6Al0.4S4,Li4.4Si0.6Al0.4S4,62.0,-7.517126416391246
320,349,Li1.3In0.3Ti1.7(PO4)3,Li1.3In0.3Ti1.7P3O12,167.0,-3.4056074496245734
321,643,Li6.15La3Zr1.75Ta0.25Ga0.2O12,Li6.15La3Zr1.75Ta0.25Ga0.2O12,230.0,-3.3872161432802645
322,1290,Li0.5La0.5Ti0.99Ge0.01O3,Li0.5La0.5Ti0.99Ge0.01O3,,-2.9469215565165805
323,133,Li3PO4,Li3PO4,62.0,-12.0
324,61,LiClC3H7NO,LiClC3H7NO,14.0,-3.795880017344075
325,221,Li9.75Sn0.75P2.25S12,Li9.75Sn0.75P2.25S12,137.0,-2.447331783887807
326,1220,Li3.5V0.5Ge0.5O4,Li3.5V0.5Ge0.5O4,,-4.522878745280337
327,621,Li6.05Ga0.25La3Zr2O11.8F0.2,Li6.05Ga0.25La3Zr2O11.8F0.2,230.0,-2.892790030352132
328,292,LiGaSiO4,LiGaSiO4,146.0,-12.0
329,1022,0.875Li6Si2S7-0.125Li6B4O9,Li6Si1.75S6.125B0.5O1.125,,-3.557520230935552
330,774,Li10(Ge0.9Sn0.1)P2S12,Li10Ge0.9Sn0.1P2S12,,-2.1232050237992994
331,93,Li3N,Li3N,191.0,-3.221848749616356
332,116,Li3.2Si0.6S0.4O4,Li3.2Si0.6S0.4O4,62.0,-5.87942606879415
333,307,Li5NCl2,Li5NCl2,166.0,-5.920818753952375
334,454,Li6PS5Cl0.5Br0.5,Li6PS5Cl0.5Br0.5,216.0,-2.4775557664936803
335,1094,0.05Li2S-0.75Li2O-0.2P2S5,Li1.6O0.75P0.4S1.05,,-4.856985199745905
336,751,80Li2S * 20P2S5,Li160S85P2,,-3.1426675035687315
337,50,Li3YBr6,Li3YBr6,12.0,-2.7166987712964503
338,112,Li6CaLa2Ta2O12,Li6CaLa2Ta2O12,230.0,-5.657577319177793
339,36,0.92(0.6Li2S-0.4SiS2)-0.08Li3GaO3,Li1.344S1.352Si0.4Ga0.08O0.24,,-3.5164179725080578
340,105,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,230.0,-3.115254926899324
341,351,Li1.5In0.5Ti1.5(PO4)3,Li1.5In0.5Ti1.5P3O12,167.0,-3.690369832574101
342,354,Li1.4La0.4Ti1.6(PO4)3,Li1.4La0.4Ti1.6P3O12,167.0,-3.3027706572402824
343,473,Li6.5P0.5Si0.5S5Br,Li6.5P0.5Si0.5S5Br,216.0,-2.659555885159881
344,653,(Li6.26Al0.24)La3Zr2O12,Li6.26Al0.24La3Zr2O12,230.0,-3.508638306165728
345,335,Li1.6Cr0.6Ti1.4(PO4)3,Li1.6Cr0.6Ti1.4P3O12,167.0,-3.899629454882437
346,1306,La0.416Li0.25Ti0.75Al0.25O3,La0.416Li0.25Ti0.75Al0.25O3,,-4.115771230367396
347,162,Li3.85Sn0.85As0.15S4,Li3.85Sn0.85As0.15S4,62.0,-3.6819366650372394
348,1144,0.7Li2S-0.28P2S5-0.02Li3PO4,Li1.46O0.08P0.5800000000000001S2.1,,-3.0048037084028207
349,1085,Li3.35Ge0.35P0.65S3.3Se0.7,Li3.35Ge0.35P0.65S3.3Se0.7,,-2.920818753952376
350,1149,0.98(0.7Li2S-0.3P2S5)- 0.02Li2ZrO3,Li1.412S2.186P0.6Zr0.02O0.06,,-2.913640169325252
351,57,Li6Ge2O7,Li6Ge2O7,14.0,-6.070581074285707
352,1173,0.66(0.33B2S3-0.67Li2S)-0.34LiI,B0.436S1.323Li1.68I0.34,,-3.282329496997738
353,1104,0.55Li2S-0.25Li2O-0.2P2S5,Li1.6O0.25P0.4S1.55,,-3.9507819773298185
354,1121,0.55Li2S-0.2Li2O-0.25P2S5,Li1.5O0.2P0.5S1.8,,-4.151195298948196
355,83,Li3.4Si0.4P0.6S4,Li3.4Si0.4P0.6S4,11.0,-2.914205072641421
356,874,0.3 LiBr-0.3 SiS2-0.35 Li2S,Br0.3LiS0.95Si0.3,,-3.494850021680094
357,224,Li9.54Si1.74P1.44S11.7Cl0.3,Li9.54Si1.74P1.44S11.7Cl0.3,137.0,-1.596879478824182
358,70,Li10.2(Sn0.2Si0.8)1.2P1.8S12,Li10.2Sn0.24Si0.96P1.8S12,137.0,-2.338520483468872
359,782,0.58(Li2O) 0.42(P2O5),Li1.16P0.84O2.68,,-7.698970004336019
360,732,Li2ZnGeS4,Li2ZnGeS4,,-8.853871964321762
361,836,Li2OHBr0.95F0.05,Li2OHBr0.95F0.05,,-6.170696227168975
362,1234,0.8LiTi2(PO4)3-0.2Li3BO3,Li1.4000000000000001Ti1.6P2.4000000000000004O10.200000000000001B0.2,,-3.527243550682788
363,1161,Li3.2PO3.0N,Li3.2PO3N,,-5.52432881167557
364,820,Li3InBr3Cl3,Li3InBr3Cl3,,-3.9430951486635273
365,932,0.5075Li2O-0.0075Al2O3-0.085TiO2-0.4P2O5,Al0.015Li1.015O2.7P0.8Ti0.085,,-6.600326278518962
366,127,LiI,LiI,225.0,-7.025037020567475
367,1134,0.4Li2S-0.3Li2O-0.3P2S5,Li1.4O0.3P0.6S1.9,,-5.23210238398191
368,1,La0.51Li0.34TiO2.94,La0.51Li0.34TiO2.94,221.0,-3.5774509799928715
369,972,0.6Li2S-0.4P2S3,Li1.2S1.8000000000000003P0.8,,-5.2441251443275085
370,619,Li6.7La3Zr1.7Ta0.3O12,Li6.7La3Zr1.7Ta0.3O12,230.0,-3.017728766960432
371,708,Li6.660La3Zr2O12Al0.258,Li6.66La3Zr2O12Al0.258,230.0,-3.821023052706831
372,684,Li5La3Nb1.8Y0.2O12,Li5La3Nb1.8Y0.2O12,230.0,-5.043351420794797
373,65,Li2.5V2(PO4)3,Li2.5V2P3O12,14.0,-6.721246399047171
374,440,(K0.1Li0.9)(SbO3),K0.1Li0.9SbO3,201.0,-7.866461091629782
375,1158,Li3.7PO3.4N0.7,Li3.7PO3.4N0.7,,-5.627087997029894
376,861,(2Li2S-P2S5),Li4P2S7,,-3.9507819773298185
377,498,Li6P0.53Ge0.47S5I,Li6P0.53Ge0.47S5I,216.0,-2.818156412055228
378,1163,Li1.8PO1.2N1.5,Li1.8PO1.2N1.5,,-5.769551078621726
379,775,Li10(Ge0.8Sn0.2)P2S12,Li10Ge0.8Sn0.2P2S12,,-2.1511952989481964
380,451,Li2VCl4,Li2VCl4,216.0,-5.158015195409886
381,370,Li1.025Y0.025Zr1.975(PO4)3,Li1.025Y0.025Zr1.975P3O12,167.0,-3.892790030352132
382,40,Li3.1P0.9Si0.1O4,Li3.1P0.9Si0.1O4,11.0,-7.126679398184601
383,1343,Li2.2Zn0.1Zr0.9S3,Li2.2Zn0.1Zr0.9S3,,-3.9208187539523753
384,639,Li6(La2Ca)(NbO6)2,Li6La2CaNb2O12,230.0,-5.876148359032914
385,1112,0.1Li2S-0.65Li2O-0.25P2S5,Li1.5O0.65P0.5S1.35,,-4.598599459218456
386,417,Li1.5In0.5Ge1.5(PO4)3,Li1.5In0.5Ge1.5P3O12,167.0,-5.235823867609669
387,585,Li6SrLa2Nb2O12,Li6SrLa2Nb2O12,230.0,-5.376750709602099
388,1159,Li3.5PO3.2N0.8,Li3.5PO3.2N0.8,,-5.586700235918748
389,1323,LiHfTi(PO4)3,LiHfTiP3O12,,-6.249491605148654
390,1120,0.5Li2S-0.25Li2O-0.25P2S5,Li1.5O0.25P0.5S1.75,,-5.0195421077239
391,111,Li14Nd5(Si11N19O5)O2F2,Li14Nd5Si11N19O5O2F2,59.0,-9.769551078621726
392,472,Li6.35P0.65Si0.35S5Br,Li6.35P0.65Si0.35S5Br,216.0,-2.630784142589857
393,382,Li0.86Hf2.035(PO4)3,Li0.86Hf2.035P3O12,167.0,-7.036212172654444
394,71,Li3AlF6,Li3AlF6,15.0,-6.301029995663981
395,592,Li7Ba2LaTa2O12,Li7Ba2LaTa2O12,230.0,-5.522878745280337
396,934,0.515Li2O-0.015Al2O3-0.07TiO2-0.4P2O5,Al0.03Li1.03O2.7P0.8Ti0.07,,-6.903089986991944
397,6,LiV(PO4)F,LiVPO4F,2.0,-6.091514981121351
398,51,0.7Li2S-0.3P2S5,Li1.4S2.2P0.6,,-3.198204962666322
399,761,Li6.5La3Zr1.5Nb0.5O12,Li6.5La3Zr1.5Nb0.5O12,,-3.5257837359237447
400,191,LiPN2,LiPN2,122.0,-6.795880017344075
401,315,Li1.5Ti1.5Sc0.5(PO4)3,Li1.5Ti1.5Sc0.5P3O12,167.0,-4.011441043121384
402,169,Nd0.54Li0.36TiO3,Nd0.54Li0.36TiO3,62.0,-7.465973893943865
403,83,LiGaO2,LiGaO2,33.0,-12.0
404,749,Li6.6La2.6Ce0.4Zr2O12,Li6.6La2.6Ce0.4Zr2O12,,-4.841637507904751
405,233,Li3.475Si0.475P0.525S4,Li3.475Si0.475P0.525S4,137.0,-2.2781893847874533
406,1218,Li3.5V0.5Si0.5O4,Li3.5V0.5Si0.5O4,,-4.920818753952375
407,141,Li4SnSe4,Li4SnSe4,62.0,-4.698970004336019
408,1221,Li3.5As0.5Ti0.5O4,Li3.5As0.5Ti0.5O4,,-4.492144128304169
409,496,Li6P0.74Ge0.26S5I,Li6P0.74Ge0.26S5I,216.0,-3.821023052706831
410,842,Li5(OH)2Cl3,Li5O2H2Cl3,,-6.8297382846050425
411,823,Li1.8Mg1.1Cl4,Li1.8Mg1.1Cl4,,-5.818156412055227
412,1176,0.95(0.29B2S3-0.71Li2S)-0.05LiI,B0.551S1.536Li1.47I0.05,,-3.4294570601181027
413,21,Li3.25Ge0.25P0.75S4,Li3.25Ge0.25P0.75S4,11.0,-2.657577319177794
414,109,Li0.23La0.7TiO3,Li0.23La0.7TiO3,47.0,-3.279014255846261
415,544,Sm0.5Li0.42TiO2.96,Sm0.5Li0.42TiO2.96,221.0,-9.405607449624574
416,90,La0.62Li0.14TiO3,La0.62Li0.14TiO3,47.0,-3.354577730650908
417,282,LiScO2,LiScO2,141.0,-12.0
418,817,Li(In0.62Li1.38)Br3.92,LiIn0.62Li1.38Br3.92,,-5.309803919971486
419,1155,Li2.9PO3.3N0.46,Li2.9PO3.3N0.46,,-5.481486060122113
420,1123,0.65Li2S-0.1Li2O-0.25P2S5,Li1.5O0.1P0.5S1.9,,-3.939302159646388
421,1145,0.7Li2S-0.27P2S5-0.03Li3PO4,Li1.49O0.12P0.5700000000000001S2.05,,-3.356547323513813
422,1141,0.9Li3PS4???10ZnO,Li2.7P0.9S3.6Zn0.1O0.1,,-3.537602002101044
423,1197,0.975(0.61Li2S-0.39SiS2)-0.025Li3PO4,Li1.264S1.375Si0.39P0.025O0.1,,-3.196542884351586
424,670,Li49.6Al1.6La24Zr14.4Ta1.6O96,Li49.6Al1.6La24Zr14.4Ta1.6O96,230.0,-3.211831628858832
425,79,Li3.35Ge0.35P0.65S4,Li3.35Ge0.35P0.65S4,11.0,-2.813893924172969
426,1100,0.35Li2S-0.45Li2O-0.2P2S5,Li1.6O0.45P0.4S1.35,,-4.279014255846261
427,848,Li2.6Zn0.7GeO4,Li2.6Zn0.7GeO4,,-7.2373214362725635
428,1207,0.998LiI-0.002CaI2,Li0.998I1.002Ca0.002,,-6.008773924307505
429,139,Li0.2(Ca0.36Sr0.04)TaO3,Li0.2Ca0.36Sr0.04TaO3,62.0,-8.036212172654444
430,1024,0.95Li6Si2S7-0.05Li6B4S9,Li5.999999999999999Si1.9S7.1B0.2,,-3.309803919971486
431,100,Li5La3Ta2O12,Li5La3Ta2O12,230.0,-4.969703437655658
432,219,La0.62 Li0.14(Mg0.5W0.5)O3,La0.62Li0.14Mg0.5W0.5O3,129.0,-4.920818753952375
433,478,Li6P(S4.9Se0.1)Br,Li6PS4.9Se0.1Br,216.0,-2.494850021680094
434,1278,Li0.5La0.5Ti0.96Zr0.04O3,Li0.5La0.5Ti0.96Zr0.04O3,,-3.543633966870957
435,53,0.825(0.6Li2S-0.4SiS2)- 0.175Li3AlO3,Li1.515S1.295Si0.4Al0.175O0.525,,-3.8929093456680897
436,936,0.53Li2O-0.03Al2O3-0.04TiO2-0.4P2O5,Al0.06Li1.06O2.7P0.8Ti0.04,,-6.565431095965801
437,1294,La0.55Li0.36Ti0.95Ge0.05O3,La0.55Li0.36Ti0.95Ge0.05O3,,-3.4436974992327127
438,1342,Li2ZrS3,Li2ZrS3,,-5.136677139879544
439,827,Li1.72Mn1.14Cl4,Li1.72Mn1.14Cl4,,-5.441291429466834
440,164,Li3.83Sn0.83As0.17S4,Li3.83Sn0.83As0.17S4,62.0,-2.856985199745905
441,543,Li2.99Ba0.005Cl0.5I0.5O,Li2.99Ba0.005Cl0.5I0.5O,221.0,-2.472370099128661
442,831,Li1.94Cl1.03Cl4,Li1.94Cl1.03Cl4,,-5.591760034688151
443,185,(Li0.5Ce0.25Pr0.25)(MoO4),Li0.5Ce0.25Pr0.25MoO4,88.0,-9.0
444,44,Li1.3Sc0.3Ti1.7(PO4)3,Li1.3Sc0.3Ti1.7P3O12,167.0,-3.6297934021972
445,113,Li6La3ZrSbO12,Li6La3ZrSbO12,230.0,-3.5850266520291822
446,24,0.95(0.6Li2S-0.4SiS2)-0.05Li3PO4,Li1.29S1.37Si0.4P0.05O0.2,,-3.261522774852105
447,114,Li6.5O8P1.5Si0.5,Li6.5O8P1.5Si0.5,62.0,-6.347753658996677
448,755,Li2S*P2S5*Li3N,Li5S6P2N,,-2.853871964321762
449,63,(La0.9Sr0.1)LiO2,La0.9Sr0.1LiO2,14.0,-9.201349354554733
450,690,Li7La3Zr1Ga1O12,Li7La3ZrGaO12,230.0,-3.2676062401770314
451,1302,La0.606Li0.06Ti0.94Al0.06O3,La0.606Li0.06Ti0.94Al0.06O3,,-5.774690718274137
452,701,Li6.4La3Zr1.4Ta0.4Nb0.2O12,Li6.4La3Zr1.4Ta0.4Nb0.2O12,230.0,-3.3419886033428874
453,573,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,Li0.74Mg0.26Li0.4Mg0.04Ti1.56O4,227.0,-8.821023052706831
454,109,Li6.8La3Zr1.8Sb0.2O12,Li6.8La3Zr1.8Sb0.2O12,230.0,-4.229147988357856
455,298,LiNaSO4,LiNaSO4,159.0,-9.05551732784983
456,28,0.6(Li2S) 0.4(GeS2),Li1.2S1.4Ge0.4,,-4.036212172654444
457,55,Li1.5Cr0.5Ti1.5(PO4)3,Li1.5Cr0.5Ti1.5P3O12,167.0,-3.558373752533357
458,1305,La0.466Li0.2Ti0.8Al0.2O3,La0.466Li0.2Ti0.8Al0.2O3,,-4.368556230986828
459,1203,0.95(0.65Li2S-0.35SiS2)-0.05Li3PO4,Li1.385S1.317Si0.35P0.05O0.2,,-3.742321425130816
460,48,Li1.4Al0.4Ge1.6(PO4)3,Li1.4Al0.4Ge1.6P3O12,167.0,-3.612391444259284
461,1208,0.99LiI-0.01CaI2,Li0.99I1.01Ca0.01,,-5.2564902352715706
462,1310,Li0.24La0.59TiO3,Li0.24La0.59TiO3,,-3.003050751504619
463,780,Li10(Ge0.2Sn0.8)P2S12,Li10Ge0.2Sn0.8P2S12,,-2.321481620959886
464,626,Li6.2La3Zr1.6Mo0.4O12,Li6.2La3Zr1.6Mo0.4O12,230.0,-3.4685210829577446
465,520,Li4B7O12Cl,Li4B7O12Cl,219.0,-4.619788758288394
466,63,0.7(0.6Li2S-0.4SiS2)- 0.3Li3PO4,Li1.74S1.22Si0.4P0.3O1.2,,-4.681936665037238
467,435,Li3P,Li3P,194.0,-3.153044674980176
468,1189,0.99(0.6Li2S-0.4SiS2)-0.01Li3PO4,Li1.218S1.394Si0.4P0.01O0.04,,-3.596879478824182
469,275,Li9.2Ba0.4GeP2S12,Li9.2Ba0.4GeP2S12,137.0,-3.500312917381596
470,1196,0.98(0.61Li2S-0.39SiS2)-0.02Li3PO4,Li1.256S1.378Si0.39P0.02O0.08,,-3.114073660198569
471,811,Li6.10La3Zr2Ga0.25O12,Li6.1La3Zr2Ga0.25O12,,-4.154901959985743
472,640,Li6(La2Sr)(NbO6)2,Li6La2SrNb2O12,230.0,-5.432973633840939
473,500,Li6P0.31Ge0.69S5I,Li6P0.31Ge0.69S5I,216.0,-2.2873502983727887
474,452,Li6PS5Cl0.25Br0.75,Li6PS5Cl0.25Br0.75,216.0,-2.7304870557820835
475,1177,0.875(0.29B2S3-0.71Li2S)-0.125LiI,B0.507S1.471Li1.545I0.125,,-3.202732459169284
476,237,Li3.335Sn0.33P0.67S4,Li3.335Sn0.33P0.67S4,137.0,-2.4282911681913126
477,850,Li7La2.75Ca0.25Zr1.75Nb0.25O12,Li7La2.75Ca0.25Zr1.75Nb0.25O12,,-3.657577319177794
478,122,Li4.8Si0.2Al0.8S4,Li4.8Si0.2Al0.8S4,62.0,-6.647817481888637
479,1167,0.69(0.45B2S3-0.55Li2S)-0.31LiI,B0.621S1.482Li1.41I0.31,,-3.1203307943679466
480,225,Li10GeP2S11.7O0.3,Li10GeP2S11.7O0.3,137.0,-1.9393021596463884
481,21,0.95(0.6Li2S-0.4SiS2)-0.05Li3BO3,Li1.29S1.37Si0.4B0.05O0.15,,-2.847754736113256
482,986,0.75(0.2Li2O-0.8Li2S)-0.25P2S5,Li1.9O0.15S2.05P0.5,,-3.7878123955960414
483,448,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,Li0.61Mg0.39Li0.46Mg0.005Ti0.035Ti1.5O4,212.0,-9.18309616062434
484,283,LiAlO2,LiAlO2,141.0,-11.958607314841776
485,101,(Ag0.67Li0.33)0.27La0.57TiO3,Ag0.18090000000000003Li0.08910000000000001La0.57TiO3,47.0,-6.698970004336019
486,484,Li6P(S4.3Se0.7)Br,Li6PS4.3Se0.7Br,216.0,-2.5214335044061564
487,597,Li6.25La3Zr2Ga0.25O12,Li6.25La3Zr2Ga0.25O12,230.0,-3.4559319556497243
488,859,0.5 Li2S * 0.5 SiS2,LiSi0.5S1.5,,-4.0
489,785,0.66(Li2O) 0.34(P2O5),Li1.32P0.68O2.3600000000000003,,-6.638272163982407
490,1088,Li3.20Ge0.20P0.8S3.6Se0.4,Li3.2Ge0.2P0.8S3.6Se0.4,,-2.96657624451305
491,766,Li10(Ge0.95Si0.05)P2S12,Li10Ge0.95Si0.05P2S12,,-2.0639892042847903
492,115,Li3.4Si0.7S0.3O4,Li3.4Si0.7S0.3O4,62.0,-6.375717904164332
493,1293,La0.55Li0.36Ti0.95Mn0.05O3,La0.55Li0.36Ti0.95Mn0.05O3,,-3.721246399047171
494,550,La0.52Li0.42TiO3,La0.52Li0.42TiO3,221.0,-3.142064735280571
495,1106,0.65Li2S-0.15Li2O-0.2P2S5,Li1.6O0.15P0.4S1.65,,-3.946921556516581
496,142,Li(BH4),LiBH4,62.0,-8.0
497,413,Li1.3Fe0.3Ge1.7(PO4)3,Li1.3Fe0.3Ge1.7P3O12,167.0,-4.52432881167557
498,656,Li5.4La3Nb1.8Y0.2O12,Li5.4La3Nb1.8Y0.2O12,230.0,-4.17134010346468
499,264,Li9.9Sn0.9P2.1S12,Li9.9Sn0.9P2.1S12,137.0,-2.436518914605589
500,84,LiB6O9F,LiB6O9F,33.0,-12.0
501,1152,Li3.6(Si0.19P0.82)O4.2,Li3.6Si0.19P0.82O4.2,,-6.698970004336019
502,764,Li7La3Hf2O12,Li7La3Hf2O12,,-3.619788758288394
503,194,Li0.33La0.5TiO3,Li0.33La0.5TiO3,123.0,-3.0
504,768,Li10(Ge0.8Si0.2)P2S12,Li10Ge0.8Si0.2P2S12,,-2.137868620686963
505,64,La(Li0.76Mg0.08)O2,LaLi0.76Mg0.08O2,14.0,-9.138465589140962
506,409,Li1.5Cr0.5Ge1.5(PO4)3,Li1.5Cr0.5Ge1.5P3O12,167.0,-3.9172146296835497
507,1235,0.7LiTi2(PO4)3-0.3Li3BO3,Li1.5999999999999999Ti1.4P2.0999999999999996O9.299999999999999B0.3,,-3.6108339156354674
508,654,Li6La3Nb1.5Y0.5O12,Li6La3Nb1.5Y0.5O12,230.0,-3.72584215073632
509,73,LiTa2PO8,LiTa2PO8,15.0,-2.795880017344075
510,288,Li7La3HfO12,Li7La3HfO12,142.0,-6.006563769502388
511,871,0.1 LiBr-0.45 SiS2-0.45 Li2S,Br0.1LiS1.35Si0.45,,-3.721246399047171
512,100,(Ag0.5Li0.5)0.27La0.57TiO3,Ag0.135Li0.135La0.57TiO3,47.0,-4.638272163982407
513,512,Li6.45P0.55Ge0.45S5I,Li6.45P0.55Ge0.45S5I,216.0,-3.4377071355435254
514,1136,0.5Li2S-0.2Li2O-0.3P2S5,Li1.4O0.2P0.6S2,,-5.079354998593212
515,857,0.3 Li2S * 0.7 SiS2,Li0.6Si0.7S1.7,,-5.795880017344075
516,747,Li3OCl,Li3OCl,,-3.832682665251824
517,929,0.5Li2O-0.1TiO2-0.4P2O5,LiO2.7P0.8Ti0.1,,-7.246416941107094
518,130,0.5Li2S-0.5SiS2,LiS1.5Si0.5,,-5.060050837834995
