,Unnamed: 0.1,Unnamed: 0,formula_,target_,Ea (eV),space group,ICSD Entry,target,formula_preprocessed,formula,H_ratio,Ag_ratio,Hf_ratio,Co_ratio,Cu_ratio,Te_ratio,Pr_ratio,La_ratio,Nb_ratio,Sn_ratio,Sr_ratio,Se_ratio,Mn_ratio,As_ratio,Cr_ratio,Li_ratio,Br_ratio,N_ratio,I_ratio,Cl_ratio,In_ratio,Nd_ratio,Fe_ratio,S_ratio,Er_ratio,Sm_ratio,Mg_ratio,K_ratio,Ce_ratio,Mo_ratio,O_ratio,Sc_ratio,W_ratio,Al_ratio,Ge_ratio,B_ratio,Bi_ratio,Ru_ratio,Y_ratio,P_ratio,Ga_ratio,Si_ratio,C_ratio,Zn_ratio,Ba_ratio,F_ratio,V_ratio,Ca_ratio,Ta_ratio,Na_ratio,Sb_ratio,Ti_ratio,Cd_ratio,Zr_ratio
107,107,669,Li51.2Al1.6La24Zr16O96,0.000254,0.36,230,241475,-3.595166283,Li51.2Al1.6La24Zr16O96,Li51.2Al1.6La24Zr16O96,0,0,0,0,0,0,0,0.1271186440677966,0,0,0,0,0,0,0,0.2711864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5084745762711864,0,0,0.0084745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847457627118644
112,112,672,Li6.5La3Sn1.5Ta0.5O12,0.00019,0.45,230,258922,-3.721246399,Li6.5La3Sn1.5Ta0.5O12,Li6.5La3Sn1.5Ta0.5O12,0,0,0,0,0,0,0,0.1276595744680851,0,0.0638297872340425,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0
117,117,623,Li6.8La3Zr1.9Mo0.1O12,8e-05,0.46,230,,-4.096910013,Li6.8La3Zr1.9Mo0.1O12,Li6.8La3Zr1.9Mo0.1O12,0,0,0,0,0,0,0,0.1260504201680672,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042016806722689,0.5042016806722689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798319327731092
123,123,662,Li6CaLa2Ta2O12,2.2e-06,0.47,230,237202,-5.657577319,Li6CaLa2Ta2O12,Li6CaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0.0869565217391304,0,0,0,0,0
124,124,606,Li6.8La3Zr1.8Ta0.2O12,0.00028,,230,,-3.552841969,Li6.8La3Zr1.8Ta0.2O12,Li6.8La3Zr1.8Ta0.2O12,0,0,0,0,0,0,0,0.1260504201680672,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5042016806722689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084033613445378,0,0,0,0,0.0756302521008403
125,125,681,Li5La3Nb1.95Y0.05O12,1.32e-05,,230,,-4.879426069,Li5La3Nb1.95Y0.05O12,Li5La3Nb1.95Y0.05O12,0,0,0,0,0,0,0,0.1363636363636363,0.0886363636363636,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0.0022727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,708,Li6.660La3Zr2O12Al0.258,0.000151,,230,,-3.821023053,Li6.66La3Zr2O12Al0.258,Li6.66La3Zr2O12Al0.258,0,0,0,0,0,0,0,0.1254285475374195,0,0,0,0,0,0,0,0.2784513755330713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5017141901496781,0,0,0.010786855088218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083619031691613
131,131,677,Li5.90La3Ta1.55Sm0.45O12,1.18e-05,,230,259168,-4.928117993,Li5.9La3Ta1.55Sm0.45O12,Li5.9La3Ta1.55Sm0.45O12,0,0,0,0,0,0,0,0.131004366812227,0,0,0,0,0,0,0,0.2576419213973799,0,0,0,0,0,0,0,0,0,0.019650655021834,0,0,0,0,0.5240174672489083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676855895196506,0,0,0,0,0
134,134,646,Li6.16Al0.28La3Zr2O12,0.00061,0.34,230,185539,-3.214670165,Li6.16Al0.28La3Zr2O12,Li6.16Al0.28La3Zr2O12,0,0,0,0,0,0,0,0.1279863481228668,0,0,0,0,0,0,0,0.2627986348122866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5119453924914675,0,0,0.0119453924914675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853242320819112
135,135,593,Li5La3Ta2O12,4.33e-06,0.5,230,154400,-5.363512104,Li5La3Ta2O12,Li5La3Ta2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0
135,135,700,Li6.4La3Zr1.4Ta0.5Nb0.1O12,0.000444,0.27,230,,-3.35261703,Li6.4La3Zr1.4Ta0.5Nb0.1O12,Li6.4La3Zr1.4Ta0.5Nb0.1O12,0,0,0,0,0,0,0,0.1282051282051282,0.0042735042735042,0,0,0,0,0,0,0.2735042735042735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128205128205129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213675213675213,0,0,0,0,0.0598290598290598
136,136,632,Li5La3Nb2O12,1e-05,0.43,230,171171,-5,Li5La3Nb2O12,Li5La3Nb2O12,0,0,0,0,0,0,0,0.1363636363636363,0.0909090909090909,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,647,Li7La3Zr2O12,1.97e-06,0.49,230,,-5.705533774,Li7La3Zr2O12,Li7La3Zr2O12,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.2916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333
149,149,706,Li6.949La3Zr2O12Al0.262,0.000225,,230,,-3.647817482,Li6.949La3Zr2O12Al0.262,Li6.949La3Zr2O12Al0.262,0,0,0,0,0,0,0,0.1239106191400603,0,0,0,0,0,0,0,0.287018297468093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4956424765602412,0,0,0.0108215274048986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826070794267068
153,153,594,Li6BaLa2Ta2O12,3.02e-05,0.419,230,237201,-4.519993057,Li6BaLa2Ta2O12,Li6BaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.0869565217391304,0,0,0,0,0
162,162,685,Li5La3Nb1.75Y0.25O12,9.42e-06,,230,,-5.025949097,Li5La3Nb1.75Y0.25O12,Li5La3Nb1.75Y0.25O12,0,0,0,0,0,0,0,0.1363636363636363,0.0795454545454545,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0.0113636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,641,Li6CaLa2Ta2O12,2.2e-06,0.5,230,163860,-5.657577319,Li6CaLa2Ta2O12,Li6CaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0.0869565217391304,0,0,0,0,0
170,170,617,Li6La3ZrTaO12,0.00044,,230,,-3.356547324,Li6La3ZrTaO12,Li6La3ZrTaO12,0,0,0,0,0,0,0,0.1304347826086956,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0.0434782608695652
174,174,591,Li6.75Ba1.75La1.25Ta2O12,1.25e-05,0.418,230,,-4.903089987,Li6.75Ba1.75La1.25Ta2O12,Li6.75Ba1.75La1.25Ta2O12,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0.2842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736842105263157,0,0,0,0.0842105263157894,0,0,0,0,0
192,192,628,Li6.75La3Zr1.875Te0.125O12,0.00033,0.41,230,,-3.48148606,Li6.75La3Zr1.875Te0.125O12,Li6.75La3Zr1.875Te0.125O12,0,0,0,0,0,0.0052631578947368,0,0.1263157894736842,0,0,0,0,0,0,0,0.2842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789473684210526
202,202,659,Li6Ba0.5Sr0.5La2Ta2O12,7.1e-06,0.45,230,237199,-5.148741651,Li6Ba0.5Sr0.5La2Ta2O12,Li6Ba0.5Sr0.5La2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0.0217391304347826,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0,0,0,0.0869565217391304,0,0,0,0,0
204,204,587,Li5.25Ba0.25La2.75Ta2O12,6.03e-06,0.479,230,,-5.219682688,Li5.25Ba0.25La2.75Ta2O12,Li5.25Ba0.25La2.75Ta2O12,0,0,0,0,0,0,0,0.1235955056179775,0,0,0,0,0,0,0,0.2359550561797752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5393258426966292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112359550561797,0,0,0,0.0898876404494382,0,0,0,0,0
207,207,671,Li6.5La3Hf1.5Ta0.5O12,0.0004,0.4,230,258921,-3.397940009,Li6.5La3Hf1.5Ta0.5O12,Li6.5La3Hf1.5Ta0.5O12,0,0,0.0638297872340425,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0
209,209,653,(Li6.26Al0.24)La3Zr2O12,0.00031,0.33,230,195182,-3.508638306,Li6.26Al0.24La3Zr2O12,Li6.26Al0.24La3Zr2O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2663829787234043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0.0102127659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234
215,215,639,Li6(La2Ca)(NbO6)2,1.33e-06,,230,161386,-5.876148359,Li6La2CaNb2O12,Li6La2CaNb2O12,0,0,0,0,0,0,0,0.0869565217391304,0.0869565217391304,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0
216,216,683,Li5La3Nb1.85Y0.15O12,5.85e-06,,230,,-5.232844134,Li5La3Nb1.85Y0.15O12,Li5La3Nb1.85Y0.15O12,0,0,0,0,0,0,0,0.1363636363636363,0.084090909090909,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0.0068181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,631,Li5La3Ta2O12,1.2e-06,0.56,230,154400,-5.920818754,Li5La3Ta2O12,Li5La3Ta2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0
232,232,615,Li6.6La3Zr1.6Ta0.4O12,0.00072,,230,,-3.142667504,Li6.6La3Zr1.6Ta0.4O12,Li6.6La3Zr1.6Ta0.4O12,0,0,0,0,0,0,0,0.1271186440677966,0,0,0,0,0,0,0,0.2796610169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5084745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423728,0,0,0,0,0.0677966101694915
246,246,602,Li6.4La3Zr1.4Ta0.6O12,0.001,0.35,230,,-3,Li6.4La3Zr1.4Ta0.6O12,Li6.4La3Zr1.4Ta0.6O12,0,0,0,0,0,0,0,0.1282051282051282,0,0,0,0,0,0,0,0.2735042735042735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128205128205129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0.0598290598290598
249,249,621,Li6.05Ga0.25La3Zr2O11.8F0.2,0.00128,0.28,230,,-2.89279003,Li6.05Ga0.25La3Zr2O11.8F0.2,Li6.05Ga0.25La3Zr2O11.8F0.2,0,0,0,0,0,0,0,0.1287553648068669,0,0,0,0,0,0,0,0.259656652360515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5064377682403434,0,0,0,0,0,0,0,0,0,0.0107296137339055,0,0,0,0,0.0085836909871244,0,0,0,0,0,0,0,0.0858369098712446
250,250,637,Li5La3Sb2O12,8.2e-06,0.51,230,161342,-5.086186148,Li5La3Sb2O12,Li5La3Sb2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0
252,252,630,Li6.375La3Zr1.375Nb0.625O12,0.00137,0.25,230,,-2.863279433,Li6.375La3Zr1.375Nb0.625O12,Li6.375La3Zr1.375Nb0.625O12,0,0,0,0,0,0,0,0.1283422459893048,0.0267379679144385,0,0,0,0,0,0,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5133689839572193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
259,259,613,Li6.75La3Zr1.75Ta0.25O12,0.00088,,230,,-3.055517328,Li6.75La3Zr1.75Ta0.25O12,Li6.75La3Zr1.75Ta0.25O12,0,0,0,0,0,0,0,0.1263157894736842,0,0,0,0,0,0,0,0.2842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894736,0,0,0,0,0.0736842105263157
280,280,678,Li6.10La3Ta1.45Sm0.55O12,1.4e-05,,230,259169,-4.853871964,Li6.1La3Ta1.45Sm0.55O12,Li6.1La3Ta1.45Sm0.55O12,0,0,0,0,0,0,0,0.1298701298701298,0,0,0,0,0,0,0,0.264069264069264,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0.5194805194805194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627705627705627,0,0,0,0,0
281,281,601,Li6.5La3Zr1.5Ta0.5O12,0.00092,,230,,-3.036212173,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0.0638297872340425
295,295,622,Li5.72Al0.26La3Zr1.5W0.25O12,0.00049,0.35,230,,-3.30980392,Li5.72Al0.26La3Zr1.5W0.25O12,Li5.72Al0.26La3Zr1.5W0.25O12,0,0,0,0,0,0,0,0.1319841619005719,0,0,0,0,0,0,0,0.2516498020237571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5279366476022878,0,0.0109986801583809,0.0114386273647162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659920809502859
297,297,618,Li5La3Ta2O12,0.00016,,230,,-3.795880017,Li5La3Ta2O12,Li5La3Ta2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0
310,310,673,Li5La3Ta2O12,1.59e-05,,230,259164,-4.798602876,Li5La3Ta2O12,Li5La3Ta2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0
312,312,657,Li5.5La3Nb1.75Y0.25O12,9.18e-05,,230,237145,-4.037157319,Li5.5La3Nb1.75Y0.25O12,Li5.5La3Nb1.75Y0.25O12,0,0,0,0,0,0,0,0.1333333333333333,0.0777777777777777,0,0,0,0,0,0,0.2444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,315,595,Li7La3Zr1.89Al0.15O12,0.00034,0.334,230,,-3.468521083,Li7La3Zr1.89Al0.15O12,Li7La3Zr1.89Al0.15O12,0,0,0,0,0,0,0,0.124792013311148,0,0,0,0,0,0,0,0.2911813643926789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4991680532445923,0,0,0.0062396006655574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786189683860233
319,319,619,Li6.7La3Zr1.7Ta0.3O12,0.00096,0.37,230,,-3.017728767,Li6.7La3Zr1.7Ta0.3O12,Li6.7La3Zr1.7Ta0.3O12,0,0,0,0,0,0,0,0.1265822784810126,0,0,0,0,0,0,0,0.2827004219409282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5063291139240507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126582278481012,0,0,0,0,0.0717299578059071
320,320,605,Li7La3Zr2O12,0.00012,,230,,-3.920818754,Li7La3Zr2O12,Li7La3Zr2O12,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.2916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333
327,327,596,Li7.06La3Y0.06Zr1.94O12,0.000956,0.26,230,,-3.019542108,Li7.06La3Y0.06Zr1.94O12,Li7.06La3Y0.06Zr1.94O12,0,0,0,0,0,0,0,0.1246882793017456,0,0,0,0,0,0,0,0.2934330839567747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4987531172069825,0,0,0,0,0,0,0,0.0024937655860349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806317539484621
335,335,635,Li5Nd3Sb2O12,1.3e-07,0.67,230,159426,-6.886056648,Li5Nd3Sb2O12,Li5Nd3Sb2O12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0
338,338,608,Li6.5La3Zr1.5Ta0.5O12,0.00092,,230,,-3.036212173,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0.0638297872340425
367,367,633,Li5La3Bi2O12,4e-05,0.47,230,158372,-4.397940009,Li5La3Bi2O12,Li5La3Bi2O12,0,0,0,0,0,0,0,0.1363636363636363,0,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,375,693,Li6.6La3Zr1.6Sb0.4O12,0.00077,0.34,230,,-3.113509275,Li6.6La3Zr1.6Sb0.4O12,Li6.6La3Zr1.6Sb0.4O12,0,0,0,0,0,0,0,0.1271186440677966,0,0,0,0,0,0,0,0.2796610169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5084745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423728,0,0,0.0677966101694915
376,376,610,Li6.2La3Zr1.2Ta0.8O12,0.00032,,230,,-3.494850022,Li6.2La3Zr1.2Ta0.8O12,Li6.2La3Zr1.2Ta0.8O12,0,0,0,0,0,0,0,0.1293103448275862,0,0,0,0,0,0,0,0.2672413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0.0517241379310344
392,392,603,Li6.2La3Zr1.2Ta0.8O12,0.00032,,230,,-3.494850022,Li6.2La3Zr1.2Ta0.8O12,Li6.2La3Zr1.2Ta0.8O12,0,0,0,0,0,0,0,0.1293103448275862,0,0,0,0,0,0,0,0.2672413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206896,0,0,0,0,0.0517241379310344
401,401,660,Li6SrLa2Ta2O12,5.4e-06,0.45,230,237200,-5.26760624,Li6SrLa2Ta2O12,Li6SrLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0.0434782608695652,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0
409,409,668,La3Li5.08Ta1.51Zr0.39O12,0.000103,0.536,230,239664,-3.987162775,La3Li5.08Ta1.51Zr0.39O12,La3Li5.08Ta1.51Zr0.39O12,0,0,0,0,0,0,0,0.1364877161055505,0,0,0,0,0,0,0,0.2311191992720655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545950864422202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686988171064604,0,0,0,0,0.0177434030937215
422,422,642,Li6BaLa2Ta2O12,1.3e-05,0.44,230,163861,-4.886056648,Li6BaLa2Ta2O12,Li6BaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.0869565217391304,0,0,0,0,0
442,442,680,Li5La3Nb2O12,4.99e-06,,230,,-5.301899454,Li5La3Nb2O12,Li5La3Nb2O12,0,0,0,0,0,0,0,0.1363636363636363,0.0909090909090909,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,663,Li6BaLa2Ta2O12,4e-05,0.4,230,,-4.397940009,Li6BaLa2Ta2O12,Li6BaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.0869565217391304,0,0,0,0,0
446,446,652,Nd3Zr2Al0.5Li5.5O12,3.9e-05,0.56,230,189530,-4.408935393,Nd3Zr2Al0.5Li5.5O12,Nd3Zr2Al0.5Li5.5O12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2391304347826087,0,0,0,0,0,0.1304347826086956,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869565217391304
459,459,638,Li6SrLa2Sb2O12,6.6e-06,0.54,230,161343,-5.180456064,Li6SrLa2Sb2O12,Li6SrLa2Sb2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0.0434782608695652,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869565217391304,0,0,0
462,462,600,Li6.6La3Zr1.6Ta0.4O12,0.00073,,230,,-3.13667714,Li6.6La3Zr1.6Ta0.4O12,Li6.6La3Zr1.6Ta0.4O12,0,0,0,0,0,0,0,0.1271186440677966,0,0,0,0,0,0,0,0.2796610169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5084745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423728,0,0,0,0,0.0677966101694915
466,466,616,Li6.55La3Zr1.55Ta0.45O12,0.00069,,230,,-3.161150909,Li6.55La3Zr1.55Ta0.45O12,Li6.55La3Zr1.55Ta0.45O12,0,0,0,0,0,0,0,0.1273885350318471,0,0,0,0,0,0,0,0.2781316348195329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5095541401273885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019108280254777,0,0,0,0,0.0658174097664543
470,470,686,Li6.24La3Zr2Al0.24O11.98,0.0004,0.26,230,,-3.397940009,Li6.24La3Zr2Al0.24O11.98,Li6.24La3Zr2Al0.24O11.98,0,0,0,0,0,0,0,0.1278772378516624,0,0,0,0,0,0,0,0.2659846547314578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106564364876386,0,0,0.0102301790281329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852514919011082
476,476,711,Li6La3ZrTaO12,0.00021,0.42,230,,-3.677780705,Li6La3ZrTaO12,Li6La3ZrTaO12,0,0,0,0,0,0,0,0.1304347826086956,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0.0434782608695652
